,tweets,region
662,"Okay y'all, I'm needing ideas here. I can only sleep, read and watch Netflix so much. Keep in mind, I'm non-stop sneezing and still having a hard time breathing. I'm also contagious...so basically what can I do at home that doesn't mean exerting energy? <U+0001F927><U+0001F637><U+0001F613> #flu",Texas
663,"Day 3 of misery begins. Still feel like I've been hit by a train. My chest is killing me, I can't stop sneezing and coughing. How long is this supposed to last for?! <U+0001F637><U+0001F927><U+0001F62D><U+0001F623><U+0001F613> #flu",Texas
664,"Flu question: once youâ€™ve had a particular strain, say H3N2, are you then immune to it thereafter? #flu #H3N2 #sick #influenza",New York
665,Since Thursday Iâ€™ve lost 10 pounds #flu,California
666,"For week ending in Feb 23, #Flu activity in the U.S. remained elevated. Most of cases were influenza-A, strains H3N2 and H1N1. The majority of flu specimens obtained were similar to those used in the seasonal flu vaccine. https://t.co/vAaAPT29UK",North Carolina
667,"My son has had the flu for a week now. Heâ€™s been in so much pain crying, screaming through the day and night but yesterday this smile warmed my heart. I been working so much and worrying but this is a good sign. I pray heâ€™s better soon.  
#DrSeussDay #flu #sick #son #catinthehat https://t.co/oye7OWPFMz",Florida
668,"I hope itâ€™s not an omen, but I was awoken at 12 on MATCHDAY 1 to my daughter, literally, shitting the bed. #fluseason #parenthoodisawesome #biglotssellscheapbedding",Florida
669,My baby girl as the #Flu <U+0001F62D><U+0001F62D>,Louisiana
670,My week ended with having 10 kids sick and throwing up in the classroom so that was fun #middleschool #fluseason,Illinois
671,Heads up y'all this #flu is for reals... https://t.co/R6XEI2G3zU,Maryland
672,How long Lord??? Bcuz Iâ€™m ready to just drive myself to the damn ER. Itâ€™s been over a f*cking wk with this gd #flu <U+0001F927> &amp; I AM MISERABLE <U+0001F616>!,California
673,"Here's the piece they link to.
The takeaway? 

""As the temperature and humidity keep dropping, your best bet for warding off this nasty bug is to get your flu shot ASAP, stay warm, and invest in a humidifier.""

#scicomm #influenza #flu #vaccine https://t.co/XB33mobE18",Massachusetts
674,Why do I feel so guilty calling into work when Iâ€™m legitimately sick and feel like crap? #wintercold #cough,Kansas
675,<U+0001F440> #COUGH #AHEM #ilove #brandshade <U+0001F64C><U+0001F3FE> https://t.co/odOXwm7Xo1,California
676,"If only I could swallow Lysol, then it could kill 99.9% of the virus and bacteria in my body thanks to this here #flu. https://t.co/i3NgUyFSnS",New York
677,A co worker just texted me to tell me that my auditor called in to make sure I was ok. <U+0001F602><U+0001F927> #HomeSick #Flu #ItsKickingMyButt,Michigan
678,Still time to get your #flu shot ! Repeat after me : I cannot get the flu from the flu shot. https://t.co/KZMcBfIXbT,Virginia
679,"<U+0001F6A8>WARNING<U+0001F6A8>PSA!!! 
High flu activity detected in #NYC!
Protect yourself and your family by getting your flu shot today.
Find a #KaminHealth #UrgentCare location near you #FluSeason #FluShot #Winter Brr <U+2744><U+FE0F><U+26C4><U+FE0F><U+2744><U+FE0F> #winterization #protection #kaminsense #justwalkin https://t.co/GFH78aCm7S",New York
680,"""One member of the ACIP asked about the 'programmatic implications' of this delay, such as not being able to produce enough #vaccine in time for the next #flu season"" https://t.co/9GZpOGWl7P",Maryland
681,Oh great. I caught cold <U+0001F62D><U+0001F62D> #DryThroat #cough #annnoyed,Maryland
682,Any other ED nurses out there getting their asses kicked recently? #FluSeason  #5150 #frequentflyer #misseddialysis #forgottotakemeds #ranoutofinsulin @MenInNursing <U+0001F62B><U+0001F62B><U+0001F62B>,California
683,@randyflagler Hi Randy..Congrats on the renewal of #CHICAGOFIRE  #CHPD #CHICAGOMED..love these shows especially when you have the #FLU,Massachusetts
684,Long evening at the Er with my babygirl #fluseason,Florida
685,Flu = every parentâ€™s worst nightmare. Weâ€™ve been exposed. And now 4-year-old E is home for 5. More. Days. #worstwinter #FluSeason https://t.co/OJpiokD9Tv,Kansas
686,Almost made it another year without getting sick <U+0001F637> <U+0001F912> #fluseason #chickensoup #theraflu #herbaltea #honey #WhiskeyWednesday #rubmytummy #kissmyforehead #readmeabedtimestory,California
687,"Your 2018 #NASCAR Cup Champ @joeylogano joins @foxsports910 next ahead of @ISMRaceway coming up March 8. 

We ask about his teammate @keselowski winning with the #flu, The changes to @ISMRaceway &amp; more",Arizona
688,I'm finally starting 2 feel better I had the #gi #flu #BestFansArmy #limelights #iheartawards #kcas #whydontwe @ImZachHerron @JonahMarais @SeaveyDaniel @corbynbesson @whydontwemusic @jackaverymusic @ImZachHerron @ImZachHerron @ImZachHerron @ImZachHerron @ImZachHerron,Wisconsin
689,#Flu  I think Iâ€™m coming down with the <U+0001F637> flu I run my body down because I donâ€™t Sleep and I canâ€™t my #anxiety is out of control,Ohio
690,"I dislike coughing, it totally screws up everything when all I can do is cough constantly all day long, it is so frustrating #frustrated #cough https://t.co/GFo4Aipuss",Utah
691,"It is not too late to get your flu vaccine. When it comes to your home or workspace, itâ€™s a good idea to â€œwipe down common surfaces that are frequently touched, such as your...door handles..â€ says Wilnise Jasmin, MD. #PreventiveMedicine #FluSeason 
https://t.co/Z6LsyoAqlD",Maryland
